Ba_004_1_24	***			Пее се на моабет	"Имала мама, имала, едного сина Стояна"	
Ba_004_1_25	***			Пее се на седянка	"Прочу се врачка-гледачка, на Стралжа на колибите"	
Ba_004_1_26	***			Пее се на седянка	"Рано е ранила хубава Димка, Димке дим Манол"	
Ba_004_2_01	***			Пее се на седянка	"Бият се, мамо, бият се, бият се сърби и българи"	
Ba_004_2_02	***			Пее се на седянка	"Гледача ходи из Кортен, гледача и познавача"	
Ba_004_2_03	***			Пее се на моабет	"Любят се Дичо и Тотка, от малки дор до големи"	
Ba_004_2_04	***			Пее се на моабет	"В Чирпан града голяма, там живее една вдовица"	
Ba_004_2_05	***			Пее се на моабет	"Буйна ми булка хубава, Буйна на боклук седеше"	
Ba_004_2_06	***			Пее се на моабет	"Хей, мари, хей, хей! Бойчо на  Куртя думаше"	
Ba_004_2_07	***			Мечкарска песен	"Ах тръгнал ми е Недим ефенди, турската паша"	
Ba_004_2_08	***			Лазарска песен	"Равно е поле широко, сред полето е кладенец"	
Ba_004_2_09	***			Лазарска	"Дошла е жена от Бяла, довела бяло момиче"	
Ba_004_2_10	***			*	Там на Шипка в балкана	Златьо Стойнов Душков
Ba_004_2_11	***			*	Глас ми се разнася в българска родина	
Ba_004_2_12	***			*	"Какъв е помен станало, в Радни махле голяма"	
Ba_004_2_13	***			*	"Барем се ерген, мамо, находих, хубави моми полюбих"	
Ba_004_2_14	***			*	"Ферман доде, мамо, от славна Русия"	Койо Иванов Прокопиев
Ba_004_2_15	***			Мъжко кортенско хоро	(гъдулка)	Цоньо Атанасов Цонев
Ba_004_2_16	***			Ръченица	(гъдулка)	
Td_093_1_01	757	"Иван си Ради говори, мари"	"На хоро (лудо оро, есенно време)"	*	*	Ивана Вичева Стойкова
Td_093_1_02	852	"Каралийо, кара ли та мама"	"На хоро (право хоро, лудо хоро)"	*	*	
Td_093_1_03	740	Фляла Марийка в градинка	"На хоро (пролетно, на повръщаница)"	*	Фляла Марийка в градинка	
Td_093_1_04	610	Рано ранил свети Герге	"На хоро (на повръщаница, по Гергьовден)"	*	Рано ранил свети Георги	
Td_093_1_05	291	"Яно, моме Яно"	На сватба (когато отиват за булката)	*	"Яно, моме Яно"	Мария Кръстева Халачева
Td_093_1_06	857	Сама са пушка отпъна	На хоро (повръщаница)	*	Сама са пушка отпъна	
Td_093_1_07	243	Засевки са засяваа	На сватба (на засевки) 	*	Засевки са засявая	Ивана Вичева Стойкова
Td_093_1_08	285	Йоткраднаме кума 	На сватба (когато отиват за кума) 	*	*	
Td_093_1_09	284	Иван стрялки стряла	"На сватба (когато излизат от двора на момчето за булката, стрелят (пушкат) няколко пъти и пеят така:) "	*	*	
Td_093_1_10	301	"Стой, деверко, не бий врата"	На сватба (побащимът (деверът) чука на вратата (момата е вътре) и момичетата отвътре пеят:)	*	*	
Td_093_1_11	302	"Мари Пено, луда-млада"	На сватба	*	*	
Td_093_1_12	318	Какво е чедо	"На сватба (когато извеждат булката навън на двора, където даряват, и пеят:)"	*	*	
Td_093_1_13	338	Дали викаше	На сватба (пее се само когато булката дарява)	*	*	
Td_093_1_14	319	Йела са вива-превива	На сватба	*	*	
Td_093_1_15	351	"Стойене, Стойене"	На сватба	*	*	
Td_093_1_16	332	"Радовай са, мале"	На сватба	*	*	
Td_093_1_17	308	Не сме знаяле	На сватба 	*	*	
Td_093_1_18	350	"Рада, бяла Радо"	На сватба 	*	*	
Td_093_1_19	164	Маре моме Петрова	Лазарска (на мома за женене) 	*	*	
Td_093_1_20	156	Тука ни са казали	"Лазарска (на ерген, момък за женене) "	*	*	
Td_093_1_21	150	Черноока нивяста	Лазарска (на невяста) 	*	*	
Td_093_1_22	174	Заспало е детенце 	Лазарска (на малко дете) 	*	*	
Td_093_1_23	546	"Разбягало се, Стано льо"	На хоро на Джумаловден (по джумали)	*	*	
Td_093_1_24	596	"Стано Яно, Будеянко"	На хоро (по Великден)	*	*	
Td_093_1_25	359	Боли Янка бяло гърло	На жътва (сутрин)	*	*	
Td_093_1_26	***			*	*	
Td_093_1_27	***			*	*	
Td_093_1_28	***			*	*	
Td_093_1_29	***			*	*	
Td_093_1_30	***			*	*	
Td_093_1_31	***			*	*	
Td_093_1_32	229	Пеперуда летяла	На пеперуда	*	*	
Td_093_1_33	***			*	*	
Td_093_2_01	503	"Деница, огрея звезда деница"	На седянка	*	*	
Td_093_2_02	451	"Бре Стойени, хайдутино"	"На седянка (правят тютюн и предът, пеят две по две, играе се и на хоро)"	*	*	
Td_093_2_03	1031	Прочул са Ненчо войвода	На моабет	*	*	
Td_093_2_04	***			*	*	
Td_093_2_05	989	Величка на балкон седи	На трапеза (на гости) 	*	*	
Td_093_2_06	733	Запяли са два славея в гардина	На хоро (пролетно)	*	*	
Td_093_2_07	244	Засявки са засявая	На сватба (на засявки в петък и когато правят пряпореца) 	*	*	Рада Митева Цънцарова
Td_093_2_08	323	Вила са й лоза винена	"На сватба (когато чупят питата на главата на девера, раздават на всеки по парче и пеят около него) "	*	*	
Td_093_2_09	322	"Прощавай, мамо, прощавай"	На сватба (когато извеждат булката) 	*	*	
Td_093_2_10	331	"Радовай са, мале"	На сватба (когато въвеждат булката у момкови) 	*	*	
Td_093_2_11	310	Ни сме знаяле	На сватба (когато дарят кума) 	*	*	
Td_093_2_12	364	"Радо льо, бигала Рада, Радо льо"	"На жътва (сутрин, когато започнат да жънат)"	*	*	
Td_093_2_13	***			*	*	
Td_093_2_14	136	"Денке ле, Дено, Калагерова "	Лазарска (из пътя) 	*	*	Стояна Минчова Кюркчийска (Рангелова)
Td_093_2_15	169	Привела са й Калина 	Лазарска (на мома за женене) 	*	*	
Td_093_2_16	154	Сиди Петър на полада	Лазарска (на ерген) 	*	*	
Td_093_2_17	148	Тъче нивяста ленино платно и копринено	Лазарска (на невеста) 	*	*	
Td_093_2_18	181	Заспало ми й дитенци	Лазарска (на малко дете) 	*	*	
Td_093_2_19	166	Мела й мома дворови 	Лазарска (на мома) 	*	*	
Td_093_2_20	***			*	*	
Td_093_2_21	202	Рангел на стол стойеши 	Лазарска (припявка) 	*	*	
Td_093_2_22	564	Димитър напред вървеши	На хоро (по Великден)	*	*	
Td_093_2_23	589	Разболяла съ й Марийка	"На хоро (по Великден, на повръщаница)"	*	*	
Td_093_2_24	***			*	*	Стояна Петкова Докова
Td_093_2_25	739	Сяла й мома босилик в гардина	На хоро (пролетно)	*	*	
Td_093_2_26	878	Мишките дупки дулбаят	На хоро	*	*	
Td_093_2_27	724	Два съ млади залибили	Хороводна (зимно хоро)	*	*	
Td_093_2_28	604	Що ми са дигат мъгли-прайови	На хоро (по Великден)	*	*	
Td_094_1_01	361	"Маро льо, скара са Мара свикърва"	На жътва (дзаран) 	*	"Маро льо, скара са Мара свикърва"	
Td_094_1_02	356	"Думаше, Стоян мама си думаше"	На жътва (сутрин в тъмно)	*	*	
Td_094_1_03	390	"Да знайеш, мамо, йем да вяруваш"	На жътва (по пладнина) 	*	*	
Td_094_1_04	393	Висден и Рада копала	На жътва (след пладнина) 	*	*	
Td_094_1_05	418	"Заспал и Стоян, Стойене"	На жътва (на връщане от нивата) 	*	*	
Td_094_1_06	420	Малко момиче път поминало	На жътва (на връщане от нивата) 	*	*	
Td_094_1_07	419	Край чукари зилени панари	На жътва (на връщане от нивата) 	*	*	
Td_094_1_08	468	"Боянка, клала й Боянка сидянка"	На седянка	*	*	
Td_094_1_09	474	Наклала й Ненка сидянка	На седянка	*	*	
Td_094_1_10	500	"Биея, двама са момка биея"	На седянка	*	*	
Td_094_1_11	***			*	*	
Td_094_1_12	***			*	*	
Td_094_1_13	***			*	*	
Td_094_1_14	***			*	*	
Td_094_1_15	***			*	*	Милка Неделчева Вълканова
Td_094_1_16	***			*	*	
Td_094_1_17	***			*	*	
Td_094_1_18	***			*	*	
Td_094_1_19	***			*	*	Рада Йонова Видева
Td_094_1_20	***			*	*	
Td_094_1_21	731	Донка мама си говори	На хоро (пролетно)	*	*	
Td_094_1_22	1047	Стайко на Станка думаше	На моабет	*	*	
Td_094_1_23	529	"Събрали ми са, набрали"	На седянка (на моабет)	*	*	
Td_094_1_24	388	Поведье Иван жътвари	На жътва	*	*	
Td_094_2_01	***			*	*	
Td_094_2_02	926	Либили са двама млади	На хоро	*	*	
Td_094_2_03	521	"Се кога дойда, вечер йот къра"	На седянка	*	*	
Td_094_2_04	***			*	*	
Td_094_2_05	309	Ни сме знаяли	"На сватба (на каниски, когато отиват да канят кума)"	*	*	Милка Неделчева Вълканова
Td_094_2_06	304	"Стой, деверо, не бий врата,"	На сватба (когато отиват да зимат булката)	*	*	
Td_094_2_07	333	"Радовай се, мале"	На сватба (когато водят момичето у момкови)	*	*	
Td_094_2_08	230	Пипируда литала	На пеперуда	*	*	
Td_094_2_09	149	Тъче нивяста ленино платно	Лазарска (на млада булка) 	*	*	
Td_094_2_10	***			*	*	
Td_094_2_11	185	Стои Стоян на полада	Лазарска (на момче) 	*	*	
Td_094_2_12	176	Заспало ми й дитенце	Лазарска (на малко дете) 	*	*	
Td_094_2_13	510	Мама си Бонка годява	На седянка	*	*	
Td_094_2_14	528	Стоян мама си тихом говори	На седянка	*	*	
Td_094_2_15	440	Рано ми рани млад Стоян	За арман (за чобаните) 	*	*	
Td_094_2_16	434	Мама Янка рано буди	За арман (когато стават рано да садът житото или нещо друго) 	*	*	
Td_094_2_17	439	Край Дунава росна трива расте	На арман	*	*	
Td_094_2_18	438	Манчо Стойничка говори	На арман	*	*	
Td_094_2_19	437	Павли на Нацка тихом говори	На арман	*	*	
Td_094_2_20	436	Каква беши таз година	На арман	*	*	
Td_094_2_21	235	"Стой, чистито и вилико"	На ладуване	*	*	
Td_094_2_22	394	"Говори, Стефан Даймянка говори"	На жътва (по икиндия)	*	*	
Td_094_2_23	1039	"Слушайте, майки и бащи"	На моабет	*	*	
Td_094_2_24	1001	"Залежа Стоян, заболя"	На моабет	*	*	
Td_095_1_01	469	"Боянка, клала й Боянка сидянка"	На седянка	*	*	Тота Илиева Кутанска
Td_095_1_02	501	"Говори, братец си Цани говори"	На седянка	*	*	
Td_095_1_03	727	Отидохме на Стара планина	На хоро (зимно)	*	*	
Td_095_1_04	722	Да са провали убави Петър	На хоро (зимно)	*	*	
Td_095_1_05	742	"Що ми са дигат магли, прайове"	На хоро (пролетно)	*	*	
Td_095_1_06	608	Мама Видолу думаше	"На хоро (повръщаница, по Гергьовден)"	*	*	
Td_095_1_07	612	Тръгнал ми йе свети Герге	"На хоро (повръщаница, по Гергьовден)"	*	*	
Td_095_1_08	747	Насряд са село бирея	На хоро (лятно)	*	*	
Td_095_1_09	738	Разболял ми са й млад Малин	На хоро (пролетно)	*	*	
Td_095_1_10	591	Разболяла съ й хубава Ганка	"На хоро (пролетно, по Великден, право хоро)"	*	*	
Td_095_1_11	1037	Свекър си Стойне гувори	На моабет	*	*	
Td_095_1_12	360	"Гано льо, доста ма, Гано, ти лъга"	На жътва (сутрин) 	*	*	
Td_095_1_13	369	Всички орачи обедувая	На жътва (към 9 часа сутринта на кърски обяд) 	*	*	
Td_095_1_14	366	Разболя се Яна	"На жътва (между обед и пладнина, кърски обед) "	*	*	
Td_095_1_15	381	Гарван грачи накрай нива	На жътва (между обед и пладнина) 	*	*	
Td_095_1_16	389	Турчин ми кара клета робиня	На жътва (по пладнина) 	*	*	
Td_095_1_17	392	"Съньо, ти, мой съньо, ти мой нивернико"	На жътва (от сън като се става) 	*	*	
Td_095_1_18	400	"Таньо льо, пасъл и Таньо шилета"	На жътва (по икиндия)	*	*	
Td_095_2_01	1018	Мама Димитър думаше	На моабет	*	*	
Td_095_2_02	763	Що ти пирцето трипери	На хоро (eсенно)	*	*	
Td_095_2_03	399	"Стойне, за[х]лади се, Стойне, презпладни се"	На жътва (по икиндия)	*	*	
Td_095_2_04	1021	Мари Марийо хубава	На моабет (партизанска)	*	*	
Td_095_2_05	730	Добра на вода ще иде	"На хоро (пролетно, право хоро)"	*	*	
Td_095_2_06	858	Тръгнал ми е свити Гьорги	На хоро (на повръщаница)	*	*	
Td_095_2_07	236	"Седни булка, дай пръстена"	На ладуване	*	*	
Td_095_2_08	303	"Стой, девиро, не бий върта"	На сватба 	*	*	
Td_095_2_09	19	Зазори се ясна зора	Коледарска (когато влизат в къщата)	*	*	
Td_095_2_10	117	Оставай сбогом	Коледарска (когато излизат от къщата)	*	*	
Td_095_2_11	73	Похвалила се й Цонина мама	Коледарска (на мома)	*	*	
Td_095_2_12	307	Не сме знаяли	На сватба  (когато кумът идва в булката и му подават канисни - ``две пити нашарени с ябълки и цветя'') 	*	*	
Td_095_2_13	145	"Злато, моме Злато"	Лазарска (при влизане в къщата)	*	*	
Td_095_2_14	196	"Сен-пен, Тодоро, черна чирешо"	Лазарска (когато излизат от къщата) 	*	*	
Td_095_2_15	165	Мари мома Петрова	Лазарска (на мома) 	*	*	
Td_095_2_16	155	Събрали се момците 	Лазарска (на ерген) 	*	*	
Td_095_2_17	175	Заспало ми дитенци	Лазарска (на малко дете) 	*	*	
Td_095_2_18	147	Тъче нивяста ленено платно	Лазарска (на нивяста) 	*	*	
Td_095_2_19	146	Седнал Стойчо да вичеря	Лазарска (на бездетни) 	*	*	
Td_095_2_20	383	"Йо, Яно йегне"	Жътварска (по пладнина)	*	*	
Td_095_2_21	534	"Що си посърнал, Грамо льо, конче до гриве"	На седянка	*	*	
Td_095_2_22	1035	Рано ми рани млад Тодор	На моабет	*	*	
Td_095_2_23	509	Качи се Стоян на йела	На сиденки	*	*	
Td_096_1_01	237	Сребърен пръстьен	На ладуване	*	*	
Td_096_1_02	127	Снощи дойде добър юнак	Коледарска	*	*	
Td_096_1_03	1014	Край Дунава росна трива расте	На моабет	*	*	
Td_096_1_04	782	Мама си Цонка годила	"Хороводна (когато я запеим, тогава я и играем)"	*	*	
Td_096_1_05	997	Деню на Цвята думаше	На моабет	*	*	
Td_096_1_06	***			*	*	
Td_096_1_07	758	"Мисичинке, Диничке"	"На хоро (право, есенно време)"	*	*	
Td_096_1_08	756	Замръкна Лала биз вода	"На хоро (право, есенно)"	*	*	
Td_096_1_09	380	"Гарван грачи накрай нива, бяла Радки ле"	На жътва	*	*	
Td_096_1_10	427	"Ни седи, Димо, на сянка"	Надпявка (припявка)	*	*	
Td_096_1_11	425	"Ситно вървени, Ботю льо"	"[Жътварско] ,,Надпяване``"	*	*	
Td_096_1_12	1019	Мама Елка буди	На моабет	*	*	
Td_096_1_13	507	Какво са й хоро завило	На сиденки	*	*	
Td_096_1_14	478	Петлите пеят на съмнуване	На седенки (га са разтурят) 	*	*	
Td_096_1_15	530	"Тойне Тодоро, заспала ли си"	На седянка	*	*	
Td_096_1_16	514	На Генда госте дойдоха	На сидянка (и на моабет)	*	*	
Td_096_1_17	445	Тиче Дунав мътян-калян	Из къра (когато ходи с овцете)	*	*	
Td_096_2_01	442	"Стойене, вяруваш ли си булчето"	На гюл	*	*	
Td_096_2_02	774	Завардили са Ивана	"На хоро (право, винаги) "	*	*	
Td_096_2_03	781	Мама й Никола сгодила	"На хоро (повърнато, винаги)"	*	*	
Td_096_2_04	787	Питровка вода налива	"На хоро (право, винаги)"	*	*	
Td_096_2_05	773	Дошло йе момче загорче	"На хоро (право, винаги) "	*	*	
Td_096_2_06	762	"Цъфтя люляка, прицъфтя"	"На хоро (право, есенно)"	*	*	
Td_096_2_07	832	Замръкна Лалка без вода	"На хоро (право, вечерно време, винаги)"	*	*	
Td_096_2_08	761	Похвали се Калина-Малина	"На хоро (eсента, винаги)"	*	*	
Td_096_2_09	228	Качи са Рада на люшки	На Гергьовден (припявка) 	*	*	
Td_096_2_10	759	Нафвърляли са	"На хоро (право, есента)"	*	*	
Td_096_2_11	123	Сяла й мома ран босиляк	Коледна	*	*	
Td_096_2_12	126	Забляла йе стара вакла	Коледна	*	*	
Td_096_2_13	74	Похваляла се й Станкина мама	Коледарска	*	*	
Td_096_2_14	173	Заспало ми й дитенце	"Лазарска (из пътя не пеят, на малко дете) "	*	*	
Td_096_2_15	168	Мела й мома дворови	Лазарска (на мома за женене) 	*	*	
Td_096_2_16	157	Тук сми чули-разбрали	Лазарска (на ерген) 	*	*	
Td_096_2_17	151	Чернооко нивясто	Лазарска (на млада булка) 	*	*	
Td_096_2_18	192	Седна Стойчо да вичеря	Лазарска (пяли съ я на сиромаси) 	*	*	
Td_096_2_19	190	Овчарюва мамо	Лазарска (на овчар) 	*	*	
Td_096_2_20	193	Търгувал Пьетър девят години	Лазарска (на търговец) 	*	*	
Td_096_2_21	191	Пътняк мина приз село	Лазарска (на пътник) 	*	*	
Td_096_2_22	197	Снощи си доде млад Ваньо	Лазарска (когато се съберат у кумата на Великден) 	*	*	
Td_096_2_23	225	"Мари Марийо, черна чурешо"	На бръскалки 	*	*	
Td_096_2_24	226	Отсреща идат троица	На бръскалки	*	*	
Td_096_2_25	198	"Заръча, Нено, леля ти"	"Лазарска (на одър, на думкане, когато се съберат у кумата, т.е. в стая, на дюшеме) "	*	*	
Td_096_2_26	856	О[в]довяла лисицата	На хоро (като пайдушко)	*	*	
Td_096_2_27	768	Гана турчин залюби	"На хоро (право, винаги)"	*	*	
Td_096_2_28	199	Пиле ми пеи	"Лазарска (на одърите, у кумицата) "	*	*	
Td_096_2_29	365	Разболя са Яна	Жътварска (сутрин)	*	*	
Td_096_2_30	386	"Брайне, руду славей "	Жътварска (по пладне)	*	*	
Td_096_2_31	417	"Нивясто, обзаложи се нивяста"	Жътварска (вечер по икиндия)	*	*	
Td_096_2_32	183	Заспало ми й дитенци	Лазарска (на малко дете) 	*	*	
Td_096_2_33	167	Мела й мома дворови	Лазарска (на мома) 	*	*	
Td_096_2_34	***			*	*	
Td_096_2_35	279	"Вичеряй, Лало, със мама"	"На сватба  (в събота вечер, когато отиват у момата на последна вечеря) "	*	*	
Td_097_1_01	328	У момяни двори	На сватба (когато извеждат момата)	*	*	
Td_097_1_02	245	"Засявами, запявами "	На сватба (на засевки)	*	*	
Td_097_1_03	944	"Откък та, Гене, залюбих"	На хоро	*	*	
Td_097_1_04	502	"Да са провалят, мамо льо"	На седянка	*	*	
Td_097_1_05	536	"Дивойко льо, хубавице"	На сидянка	*	*	
Td_097_1_06	370	"Да знайеш, мамо, ем да вяруваш"	На жътва (на обяд)	*	*	
Td_097_1_07	401	Слънчице мило мамино	Жътварска (по икиндия)	*	*	
Td_097_1_08	128	Снощи доде добър юнак	Коледарска	*	*	
Td_097_1_09	58	Звъннали са момни порти	Коледарска  (на мома)	*	*	
Td_097_1_10	613	Снощи залюбих млади Марко	"На хоро (пролетно, га берем гюл)"	*	*	
Td_097_1_11	976	"Ти ли беше, любе Иване"	На хоро	*	*	
Td_097_1_12	415	Замръкнала й мома на голяма нива	"На жътва (на мръкнуване, когато да си отидат жътварките)"	*	*	
Td_097_1_13	227	"Злато льо, мила, лелина"	На люлки (по Гергьовден)	*	*	
Td_097_1_14	535	"Вчера минах, вчера минах"	На седянка	*	*	
Td_097_1_15	735	"Лазаре, драго ли ти йе"	На хоро (пролетно)	*	*	
Td_097_1_16	223	"Ранила й Рада, Радо льо"	"На шума (по Гергьовден, кога ходим за шума)"	*	*	
Td_097_1_17	***			*	*	
Td_097_1_18	426	"Слънци високо, Дафино"	"[Жътварско] ,,Надпяване``"	*	*	
Td_097_1_19	498	Чисът дванайси йодари	Седенкарска надпявка	*	*	
Td_097_1_20	467	Гато идехми йот длъга пътя	На седянка (когато излизат момите пред порти и пеят да ги чуят ергените)	*	*	
Td_097_1_21	238	Кой чистито и вилико	На ладуване	*	*	
Td_097_1_22	342	Как се чука пипера	На сватба (за смях)	*	*	
Td_097_1_23	239	Златян пръстян греда подпира	На ладуване	*	*	
Td_097_1_24	353	"Илено, Иленке, снахо най-малка"	На жътва (сутрин и по друго време)	*	*	
Td_097_1_25	378	"Карай, Яно, карай, накрай да излезем "	На жътва (след обед)	*	*	
Td_097_1_26	354	Пребила й Драгана	"На жътва (и преди, и след обед)"	*	*	
Td_097_1_27	163	Изгряло е ясно слънце	Лазарска (на мома) 	*	*	
Td_097_1_28	143	"Тук ни казаха, мома хубава"	"Лазарска (в двора на къщата, не се играе)"	*	*	
Td_097_1_29	182	Заспало ми й дитенци	Лазарска (на малко дете)	*	*	
Td_097_2_01	194	Търгувал Мичо	Лазарска	*	*	
Td_097_2_02	***			*	*	
Td_097_2_03	***			*	*	
Td_097_2_04	***			*	*	
Td_097_2_05	1011	"Кавали свирят, мамо, в усои"	На моабет	*	*	
Td_097_2_06	219	Отдолу иде	Лазарска (на момче 10-12 години в събота по къщите)	*	*	
Td_097_2_07	201	"Демиро льо, Бояно"	"Лазарска (когато си тръгват от кумата, на разтурване на Лазара)"	*	*	
Td_097_2_08	220	Отдолу иде	Лазарска	*	*	
Td_097_2_09	171	Тук ни казаха мома хубава	Лазарска	*	*	
Td_097_2_10	***			*	*	
Td_097_2_11	441	"Глава ли та боли, Донке мама"	На гюл	*	*	
Td_097_2_12	***			*	*	
Td_097_2_13	895	Да има край кабил две жини да водя	На хоро	*	*	
Td_097_2_14	1046	"Снощи си минах, мамо, заминах"	На моабет	*	*	
Td_097_2_15	524	"Снощи дойде, мамо"	На седянка	*	*	
Td_097_2_16	527	"Стойене, абре Стойене"	На седянка	*	*	
Td_097_2_17	522	"Се кога дойда, се та заварям "	На седянка	*	*	
Td_097_2_18	1007	Изгубила Ангелина	На моабет	*	*	
Td_097_2_19	121	Фръкнали са два гълъба	Коледарска (на моабет)	*	*	
Td_097_2_20	18	"Станининье, господинье"	Коледарска	*	*	
Td_097_2_21	124	"Ой, коледо, мой коледо"	Коледарска	*	*	
Td_097_2_22	1026	Остана Кольо млад вдовец	На моабет	*	*	
Td_097_2_23	***			Заешката	(кавал)	Тони Димитров Йонков
Td_097_2_24	***			*	(кавал)	
Td_097_2_25	***			*	(кавал)	
Td_097_2_26	***			Ще я изсвири с по-високия кавал	(кавал)	
Td_097_2_27	***			*	"Съди-гъди, мамо, Ганка (кавал)"	
Td_097_2_28	1054	"Съди-гъди Ганка, Ганка да ни ходи"	На моабет	*	*	
Td_112_1_01	152	В село златари додоха	Лазарска (на ерген) 	Лазарска	В село златари додоха	
Td_112_1_02	398	Пратила й мама хубава Димка	Жътварска	Жътварска	Пратила й мама хубава Димка	
Td_112_1_03	384	"Съньо, ти мой съньо"	Жътварска (по пладне)	Жътварска	"Съньо, ти мой съньо"	
Td_112_1_03a	402	"Слънцето трепти, зайдева"	Жътварска (по икиндия)	Жътварска	"Слънцето трепти, зайдева"	
Td_112_1_04	1000	"Завидял Гьорги, завидял"	На моабет	На моабет	"Завидял Гьорги, завидял"	
Td_112_1_05	450	Димо на Рада думаше	Седенкарска (на межия)	На седянка	Димо на Рада думаше	
Td_112_1_06	505	Заплакала йе Иринка	Седенкарска	На седянка	Заплакала йе Иринка	
Td_112_1_07	917	Какво ми чудо станало	На хоро	На хоро	Какво ми чудо станало	
Td_112_1_08	1030	Провикнала са Грозданка	На трапеза	На моабет	Провикнала са Грозданка	
Td_112_1_09	213	Керяните опашки	По Лазаровден 	Хоро на Лазар	Керяните опашки	
Td_112_1_10	1036	Решил е Цоньо да бяга	На трапеза	На моабет	Решил е Цоньо да бяга	
Td_112_1_11	***			На хоро	Какво е чудо станало	
Td_112_1_12	***			На хоро	Какво е чудо станало	
Td_112_1_13	50	Провикнала съ й Йенкина мама 	Коледарска (на ерген)	На Коледа	Провикнала са Йенкина мама 	
Td_112_1_14	48	"Поцвилел и Павли кон, зилен кон"	Коледарска (на ерген)	Коледарска	"Поцвилел е Павли кон, зилен кон"	
Td_112_1_15	63	Подранила малка мома	Коледарска (на мома)	Коледарска	Подранила малка мома	
Td_112_1_16	49	Провикна са добър юнак	Коледарска	Коледарска	Провикна са добър юнак	
Td_112_1_17	141	Чи чий са тези дворови	Лазарска (като влизат в двора) 	Лазарска	Чи чий са тези дворови	
Td_112_1_18	204	Иван Нидельо думаше	Лазарска (хороводна) 	На хоро	Иван Нидельо думаше	
Td_112_1_19	499	Белчин Калинка думаше	Седенкарска	На седянка	Белчин Калинке думаше	
Td_112_1_20	512	Мари бульо Гандoвице	Припявка (на седянка)	Седенкарска припявка	Мари бульо Гандoвице	
Td_112_1_21	497	Цъфнало й бяло кокиче	Припявка (на седянка)	Седенкарска припявка	Цъфнало й бяло кокиче	
Td_112_1_22	251	Димчо са й разсърдил	Сватбарска (хоро на засевки)	На хоро	Димчо са й разсърдил	
Td_112_1_23	946	Паша гавази думаше	Хороводна	На хоро	Паша гавази думаше	
Td_112_2_01	428	Пусти му й дребни скакалци	По жътва (припявка)	Жътварска припявка	Пусти му й дребни скакалци	
Td_112_2_02	250	Чичо на Неда тихом говори	Сватбарска (когато месят хляба)	Сватбарска	Чичо на Неда думаше	
Td_112_2_03	311	"Находи ли са, Гино льо"	Сватбарска (га прибулват булката)	Сватбарска	"Находи ли са, Гино льо"	
Td_112_2_04	***			Мъжко костенско хоро	(гъдулка)	
Td_112_2_05	***			Койчово хоро	(гъдулка)	
Td_112_2_06	***			Пайдушка	(гъдулка)	
Td_112_2_07	***			Гръцката	(гъдулка)	
Td_112_2_08	***			Сръбската	(гъдулка)	
Td_112_2_09	***			Денината	(гъдулка)	
Td_112_2_10	***			Джоката	(гъдулка)	
Td_112_2_11	***			Трите пъти	(гъдулка)	
Td_112_2_12	139	Равно йе поле широко	Лазарска (из пътя) 	Лазарска	Равно йе поле широко	
Td_112_2_13	178	Заспало ми й дитенци	Лазарска (на малко дете) 	Лазарска	Заспало ми й дитенци	
Td_112_2_14	140	Фъркала й звизда из Леком поле	Лазарска (из пътя) 	Лазарска	Фъркала й звизда из Леком поле	
Td_113_1_01	170	Тука с ни казали	Лазарска (на мома) 	Лазарска	Тука с ни казали	
Td_113_1_02	132	Калино Марийке	"Лазарска (из пътя, през ``върбяната'', лазарската неделя) "	Лазарска	*	
Td_113_1_03	130	Турци са Руска гоняли	Лазарска (през ``върбяната'' неделя) 	Лазарска	Турци са Руска гоняли	
Td_113_1_04	162	"Защо прибърза, Лазаре"	Лазарска (на мома) 	Лазарска	"Защо прибърза, Лазаре"	
Td_113_1_05	172	Тука са ни казали	Лазарска (на мома и ерген) 	Лазарска	Тука са ни казали	
Td_113_1_06	131	Калесали Вълка	"Лазарска (из пътя, през ``върбяната'', лазарската неделя) "	Лазарска	*	
Td_113_1_07	200	"Която ни й кумата,"	Лазарска 	Лазарска	*	
Td_113_1_08	246	Трепнали са девят сита	Сватбарска (когато замесват хляба)	Сватбарска	Трепнали са девят сита	
Td_113_1_09	257	Замесяла й булката	Сватбарска (на меденика)	Сватбарска	Замесяла й булката	
Td_113_1_10	253	Като за булка фтивахми	Сватбарска (когато отиват да пекат хляба)	Сватбарска	Като за булка фтивахми	
Td_113_1_11	281	Мама на Минча продума	Сватбарска (когато бръснат годеника)	Сватбарска - когато бръснат зетя	*	
Td_113_1_12	312	"Находи ли са, Златки мо"	Сватбарска (на прибулване)	Сватбарска	"Находи ли са, Златки мо"	
Td_113_1_13	339	Зарадвали ми са бухалийци	Сватбарска (когато се води кумът в къщи след сватбата)	Сватбарска	Зарадвали са бухалийци	
Td_113_1_14	979	Трифон Гергани думаше	Хороводна	На хоро	Трифон Гергани думаше	
Td_113_1_15	992	Ганка пo двор ходи	На трапеза	На моабет	Ганка пo двор ходи	
Td_113_1_16	974	Тез Бакалов'ти дъщери	Хороводна	На хоро	Тез Бакаловите дъщери	
Td_113_1_17	476	"Я чувай, мамо, я чувай"	Седенкарска (га са сбира)	На седянка	"Я чувай, мамо, я чувай"	
Td_113_1_18	403	"Слънцито трепти, зайдюва"	Жътварска (по икиндия)	*	"Слънцито трепти, зайдюва"	
Td_113_1_19	994	Глидача ходи из село	На трапеза	*	*	
